event_id,Source,Classification code,Date reported (from filename),Impact start date,Impact end date,Extracted impact description,Places affected,SP_NAME,MP_NAME,Metropolitan/District area,Direct quote,Source document full name (on CASCADE G-DRIVE),Link to the online source,Publication title,Reviewer initials,Impact date verified,Place name verified,Notes (if issues identified),ValidationSheet,year,impact_category_label,sp_norm,mp_norm,mn_norm
EVT-01121,News article,1.1,2024-07-12,2024-07-12,,Inundation of road surfaces (flooded streets),Wynberg,Wynberg,Cape Town,City of Cape Town,"""an average of 22 flooded streets, which in some instances resulted in flooded homes too""",20240712_Thebus_CapeTownKhayelitsha_StormwreakshavocinCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284689,The Star,,,,,NewsValidation,2024,Minor inundation / flooding reported,wynberg,cape town,city of cape town
EVT-01122,News article,1.1,2024-07-14,2024-07-14,,Pedestrians forced to wade through strong streams of water on roads.,Goodwood,,Goodwood,City of Cape Town,"""Kelly Botha, 25, from Goodwood, found herself having to wade home across flooded roads when it was too dangerous for her e-hailing driver to take her to work.""",20240714_SwartzJordan_Khayelitsha_FloodingsnowandgaleforcewindswreakhavocacrossWesternCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12285896,Sunday Times,,,,,NewsValidation,2024,Minor inundation / flooding reported,,goodwood,city of cape town
EVT-01123,News article,1.1,2024-07-23,2024-07-23,,Inundation of road surface due to wetland overflow,Sable Road (N1),Century City,Milnerton,City of Cape Town,"""The City's assistant traffic chief, Maxine Bezuidenhout, said the wetland area had reached capacity and spilled over on to the roadway.""",20240723_Thebus_CapeTownKhayelitshaStrand_SeveralWCapedamsoverflowafterrecentstorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12307989,Cape Argus,,,,,NewsValidation,2024,Minor inundation / flooding reported,century city,milnerton,city of cape town
EVT-01124,News article,1.1,2024-08-24,2024-08-24,,Large dam breach (series of three dams),Dassenberg,,,West Coast,"""three dams on a property, known as Dassenberg, owned by the national government, had breached on August 8""",20240824_Thebus_RiverlandsCapeTown_FloodhitRiverlandsattemptstorebuild.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12392612,Weekend Argus,,,,,NewsValidation,2024,Minor inundation / flooding reported,,,west coast
EVT-01125,News article,1.1,2024-08-24,2024-08-24,,Large dam breach (series of three dams),Riverlands,,,West Coast,"""three dams on a property, known as Dassenberg, owned by the national government, had breached on August 8""",20240824_Thebus_RiverlandsCapeTown_FloodhitRiverlandsattemptstorebuild.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12392612,Weekend Argus,,,,,NewsValidation,2024,Minor inundation / flooding reported,,,west coast
EVT-01126,News article,1.1,2025-07-06,2025-07-06,,Flooding in informal settlements,Barcelona,Barcelona,Gugulethu,City of Cape Town,"""Kanana, not far from here, is also flooded. Informal settlements like Europe, Barcelona, Vukuzenzela, Lusaka and Borcherds Quarry have also been affected.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,barcelona,gugulethu,city of cape town
EVT-01127,News article,1.1,2025-07-06,2025-07-06,,Flooding in informal settlements,Borcherds Quarry,,Matroosfontein,City of Cape Town,"""Kanana, not far from here, is also flooded. Informal settlements like Europe, Barcelona, Vukuzenzela, Lusaka and Borcherds Quarry have also been affected.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,,matroosfontein,city of cape town
EVT-01128,News article,1.1,2025-07-06,2025-07-06,,Flooding in informal settlements,Europe,Europe,Gugulethu,City of Cape Town,"""Kanana, not far from here, is also flooded. Informal settlements like Europe, Barcelona, Vukuzenzela, Lusaka and Borcherds Quarry have also been affected.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,europe,gugulethu,city of cape town
EVT-01129,News article,1.1,2025-07-06,2025-07-06,,Inundation of three specific streets due to runoff from the N2.,"Gugulethu (Indwe Street, Thambo Street, Bhonga Street)",,Gugulethu,City of Cape Town,"""The water comes from the N2 and flows down, flooding three streets Indwe, Thambo and Bhonga.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,,gugulethu,city of cape town
EVT-01130,News article,1.1,2025-07-06,2025-07-06,,Flooding in informal settlements,Kanana,Kanana,Gugulethu,City of Cape Town,"""Kanana, not far from here, is also flooded. Informal settlements like Europe, Barcelona, Vukuzenzela, Lusaka and Borcherds Quarry have also been affected.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,kanana,gugulethu,city of cape town
EVT-01131,News article,1.1,2025-07-06,2025-07-06,,Flooding in informal settlements,Lusaka,Lusaka,Gugulethu,City of Cape Town,"""Kanana, not far from here, is also flooded. Informal settlements like Europe, Barcelona, Vukuzenzela, Lusaka and Borcherds Quarry have also been affected.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,lusaka,gugulethu,city of cape town
EVT-01132,News article,1.1,2025-07-06,2025-07-06,,Flooding in informal settlements,Vukuzenzela,,Khayelitsha,City of Cape Town,"""Kanana, not far from here, is also flooded. Informal settlements like Europe, Barcelona, Vukuzenzela, Lusaka and Borcherds Quarry have also been affected.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Minor inundation / flooding reported,,khayelitsha,city of cape town
EVT-01133,News article,1.1,2025-08-06,2025-08-06,,Road surface inundation affecting schoolchildren's commute.,Gugulethu,,Gugulethu,City of Cape Town,"""The schoolchildren have to finish dressing up on the road because they have to walk on the dirty water.""",20250806_Tshwete_Gugulethu_Gugulethuresidentsbattlesevereflooding.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13750859,Cape Argus,,,,,NewsValidation,2025,Minor inundation / flooding reported,,gugulethu,city of cape town
EVT-01134,News article,1.2,2016-04-23,2016-04-23,,Blocked drainage systems and culverts,Cape Town CBD,Cape Town CBD,Cape Town,City of Cape Town,"""JP Smith, the city's mayoral committee member for safety and security, blamed flooding in the CBD on stormwater drain blockages.""",20160423_Asanda_NA_StormHavocInCity.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7577503,Weekend Argus Saturday,,,,,NewsValidation,2016,Flooding of yards / low-lying areas,cape town cbd,cape town,city of cape town
EVT-01135,News article,1.2,2018-06-08,2018-06-08,,Drains stopped absorbing extra water.,Cape Town,,Cape Town,City of Cape Town,"""the drains in some areas have stopped absorbing the extra water.""",20180608_Ludini_StrandRainJoyTurns.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3885468,Daily Sun,,,,,NewsValidation,2018,Flooding of yards / low-lying areas,,cape town,city of cape town
EVT-01136,News article,1.2,2018-06-08,2018-06-08,,The drainage system failed to function and absorb water.,Strand,,Strand,City of Cape Town,"""The drainage system isn't functioning properly and needs to be upgraded.""",20180608_Ludini_StrandRainJoyTurns.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3885468,Daily Sun,,,,,NewsValidation,2018,Flooding of yards / low-lying areas,,strand,city of cape town
EVT-01137,News article,1.2,2018-07-02,2018-07-02,,Stormwater systems suffered blockages due to debris and root infiltration in pipe joints.,Cape Town,,Cape Town,City of Cape Town,"""the blockages were often due to debris as well as tree roots that find their way into the joints of the pipes, causing constriction inside the pipe.""",20180702_CapeTimes_KhayelitshaRainRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/8478454,Cape Times,,,,,NewsValidation,2018,Flooding of yards / low-lying areas,,cape town,city of cape town
EVT-01138,News article,1.2,2018-07-02,2018-07-02,,"Street drains were blocked, causing the local water level to rise higher.",KTC in Gugulethu,,Gugulethu,City of Cape Town,"""The drains are blocked in our streets, which make the water level even higher.""",20180702_CapeTimes_KhayelitshaRainRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/8478454,Cape Times,,,,,NewsValidation,2018,Flooding of yards / low-lying areas,,gugulethu,city of cape town
EVT-01139,News article,1.2,2018-07-02,2018-07-02,,Water prevented from entering the stormwater system due to obstructions at catch-pits or gullies.,Cape Town,,Cape Town,City of Cape Town,"""Flooding has occurred due to the water being prevented from entering the gully (in roads), which is the entry point into the stormwater system, as a result of obstructions at the mouth of the catch pit or gully""",20180702_Mlamla_KhayelitshaEvictedShack.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7519733,Cape Argus,,,,,NewsValidation,2018,Flooding of yards / low-lying areas,,cape town,city of cape town
EVT-01140,News article,1.2,2019-05-13,2019-05-13,,"Stormwater systems required clearing of mattresses, rags, and rubble to prevent flooding (intervention based)",Heideveld,Heideveld,Athlone,City of Cape Town,"""Mayco member for Transport Felicity Purchase said she recently joined one of the teams to assist with repair and maintenance work in Heideveld.""",20190513_CapeTown_Felicity_CityToClear.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7658967,Cape Argus,,,,,NewsValidation,2019,Flooding of yards / low-lying areas,heideveld,athlone,city of cape town
EVT-01141,News article,1.2,2019-06-06,2019-06-06,,Stormwater systems being cleared in affected areas (Intervention),Gugulethu,,Gugulethu,City of Cape Town,"""The roads, infrastructure and management department is still busy clearing stormwater systems in the affected areas of Gugulethu and Mitchells Plain""",20190606_Marvin_CapeTown_MoreRainPredicted.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9087507,Cape Argus,,,,,NewsValidation,2019,Flooding of yards / low-lying areas,,gugulethu,city of cape town
EVT-01142,News article,1.2,2019-06-06,2019-06-06,,Stormwater systems being cleared in affected areas (Intervention),Mitchells Plain,,Mitchells Plain,City of Cape Town,"""The roads, infrastructure and management department is still busy clearing stormwater systems in the affected areas of Gugulethu and Mitchells Plain""",20190606_Marvin_CapeTown_MoreRainPredicted.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9087507,Cape Argus,,,,,NewsValidation,2019,Flooding of yards / low-lying areas,,mitchells plain,city of cape town
EVT-01143,News article,1.2,2019-07-25,2019-07-25,,Blockages in the storm water system,Cape Town,,Cape Town,City of Cape Town,"""blockages in the storm water system emerged as one of the biggest concerns... result of illegal dumping""",20190725_NA_WallacedeneKraaifonteinCapeTown.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7827954,The Star,,,,,NewsValidation,2019,Flooding of yards / low-lying areas,,cape town,city of cape town
EVT-01144,News article,1.2,2019-10-26,2019-10-26,,Blocked stormwater drain caused water to back up,Langa,,Langa,City of Cape Town,"""In Langa, a blocked stormwater drain caused water to back up, flowing into five properties.""",20191026_WEEKENDARGUSReporter_KhayelitshaHeavyRainCauses.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7494845,Weekend Argus Saturday,,,,,NewsValidation,2019,Flooding of yards / low-lying areas,,langa,city of cape town
EVT-01145,News article,1.2,2020-10-23,2020-10-23,,Stormwater infrastructure collapsed and pipes were blocked with silt and rubble.,Link Road in Philippi,,Philippi,City of Cape Town,"""it's important to add that after repairing the pipe, the flooding re-occurred due to silt and rubble stuck in the stormwater pipe - all of this material ended up in the stormwater system due to illegal dumping""",20201023_Makora_Phillipietc._BattlingAmaphelaOn.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12179638,Daily Sun,,,,,NewsValidation,2020,Flooding of yards / low-lying areas,,philippi,city of cape town
EVT-01146,News article,1.2,2021-05-21,2021-05-21,,Blocked storm drains causing residents to be trapped,Bishop Lavis (Aimee Road),Bishop Lavis,Matroosfontein,City of Cape Town,"""RESIDENTS of Aimee Road in Bishop Lavis found themselves trapped in their homes after blocked storm drains caused flooding.""",20210521_Engel&Tshuma_KhayelitshaStormBrings.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9085979,Cape Argus,,,,,NewsValidation,2021,Flooding of yards / low-lying areas,bishop lavis,matroosfontein,city of cape town
EVT-01147,News article,1.2,2021-05-21,2021-05-21,,Residential areas experienced flooding specifically due to blocked drains.,Gugulethu,,Gugulethu,City of Cape Town,"""Residents of Cape Flats areas, Khayelitsha, Gugulethu, Macassar Village and Philippi East, experienced flooding because of blocked drains after the heavens opened yesterday.""",20210521_Engel&Tshuma_KhayelitshaStormBrings.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9085979,Cape Argus,,,,,NewsValidation,2021,Flooding of yards / low-lying areas,,gugulethu,city of cape town
EVT-01148,News article,1.2,2021-05-21,2021-05-21,,Residential areas experienced flooding specifically due to blocked drains.,Khayelitsha,,Khayelitsha,City of Cape Town,"""Residents of Cape Flats areas, Khayelitsha, Gugulethu, Macassar Village and Philippi East, experienced flooding because of blocked drains after the heavens opened yesterday.""",20210521_Engel&Tshuma_KhayelitshaStormBrings.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9085979,Cape Argus,,,,,NewsValidation,2021,Flooding of yards / low-lying areas,,khayelitsha,city of cape town
EVT-01149,News article,1.2,2021-05-21,2021-05-21,,Residential areas experienced flooding specifically due to blocked drains.,Macassar Village,Macassar SP,Macassar,City of Cape Town,"""Residents of Cape Flats areas, Khayelitsha, Gugulethu, Macassar Village and Philippi East, experienced flooding because of blocked drains after the heavens opened yesterday.""",20210521_Engel&Tshuma_KhayelitshaStormBrings.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9085979,Cape Argus,,,,,NewsValidation,2021,Flooding of yards / low-lying areas,macassar sp,macassar,city of cape town
EVT-01150,News article,1.2,2021-05-21,2021-05-21,,Residential areas experienced flooding specifically due to blocked drains.,Philippi East,Philippi East,Philippi,City of Cape Town,"""Residents of Cape Flats areas, Khayelitsha, Gugulethu, Macassar Village and Philippi East, experienced flooding because of blocked drains after the heavens opened yesterday.""",20210521_Engel&Tshuma_KhayelitshaStormBrings.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9085979,Cape Argus,,,,,NewsValidation,2021,Flooding of yards / low-lying areas,philippi east,philippi,city of cape town
